GPK,ATC,MainGroup,SubGroup,Generic,Product,Label,Shape,Routes,Concentration,Unit,Multiple,MultipeUnit,Indications,HasSolution,InStock
160237,J05AR18,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,emtricitabine+tenofoviralafenamide+elvitegravir+cobicistat,GENVOYA TABLET FILMOMHULD,GENVOYA TABLET,tablet,or,200,mg/stuk,1,stuk,HIV, ,x
126705,C09AA02,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,enalapril,ENALAPRIL 1 MG/ML DRANK 100ML,ENALAPRIL 1MG/ML DRANK,drank,or,1,mg/ml,0.1,mg,"Hypertensie, proteïnurie, hartfalen", ,x
55387,C09AA02,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,enalapril,ENALAPRIL MALEAAT 5 MG TABLET,ENALAPRIL 5MG TABLET,tablet,or,5,mg/stuk,2.5,mg,"Hypertensie, proteïnurie, hartfalen", ,x
51586,C09AA02,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,enalapril,ENALAPRIL MALEAAT 10 MG TABLET,ENALAPRIL 10MG TABLET,tablet,or,10,mg/stuk,5,mg,"Hypertensie, proteïnurie, hartfalen", ,x
51578,C09AA02,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,enalapril,ENALAPRIL MALEAAT 20 MG TABLET,ENALAPRIL 20MG TABLET,tablet,or,20,mg/stuk,10,mg,"Hypertensie, proteïnurie, hartfalen", ,x
117730,J05AX07,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,enfuvirtide,FUZEON 90MG INJPD+SV 1ML,ENFUVIRTIDE 90MG INJPDR,poeder voor injectievloeistof,sc,90,mg/stuk,90,mg,HIV, ,x
171816,B01AB05,ANTITHROMBOTICA,ANTITHROMBOTICA,enoxaparine,CLEXANE  100 MG/ML INJVLST WWSP 0.6 ML,ENOXAPARINE 100MG/ML INJVLS,injectievloeistof,sc,100,mg/ml,100,mg,Profylaxe trombo-embolische complicaties||Diep veneuze trombose, ,x
171824,B01AB05,ANTITHROMBOTICA,ANTITHROMBOTICA,enoxaparine,"CLEXANE 150 MG/ML WWSP 0,8 ML",ENOXAPARINE 150MG/ML INJVLS,injectievloeistof,sc,150,mg/ml,150,mg,Profylaxe trombo-embolische complicaties||Diep veneuze trombose, ,x
125776,J05AF10,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,entecavir,BARACLUDE 0.5 MG TABLET,"ENTECAVIR 0,5MG TABLET",tablet,or,0.5,mg/stuk,0.5,mg,Chronische HBV-infectie bij nucleoside naïeve patiënten, ,x
125784,J05AF10,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,entecavir,BARACLUDE 1 MG TABLET,ENTECAVIR 1MG TABLET,tablet,or,1,mg/stuk,1,mg,Chronische HBV-infectie bij nucleoside naïeve patiënten, ,x
88862,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-alfa,EPREX  2000 INJVLST 4000 IE/ML WWSP 0.5 ML,EPOETINE ALFA 4000IE/ML INJ,injectievloeistof,iv||sc,4000,IE/ml,4000,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
88870,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-alfa,"EPREX  3000 IE/0,3 ML INJVLST WWSP 0,3ML",EPOETINE ALFA 10000IE/ML IN,injectievloeistof,iv||sc,10000,IE/ml,10000,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
108022,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-alfa,EPREX 40000 IE/ML WWSP 1 ML,EPOETINE ALFA 40000IE/ML IN,injectievloeistof,iv||sc,40000,IE/ml,40000,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
114081,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-beta,NEORECORMON 2000 IE/0.3 ML WEGWERPSPUIT,EPOETINE BETA 6667IE/ML INJ,injectievloeistof,iv||sc,6667,IE/ml,6667,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
114103,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-beta,"NEORECORMON  3000 IE/0,3 ML WEGWERPSPUIT",EPOETINE BETA 10000IE/ML IN,injectievloeistof,iv||sc,10000,IE/ml,10000,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
114111,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-beta,"NEORECORMON 4000 IE/0,3ML WEGWERPSPUIT",EPOETINE BETA 13333IE/ML IN,injectievloeistof,iv||sc,13333,IE/ml,13333,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
114065,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-beta,"NEORECORMON  5000 INJVLST 16667IE/ML WWSP 0,3ML",EPOETINE BETA 16667IE/ML IN,injectievloeistof,iv||sc,16667,IE/ml,16667,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
114138,B03XA01,MIDDELEN BIJ ANEMIE,OVERIGE MIDDELEN BIJ ANEMIE,epoetine-beta,"NEORECORMON 6000 IE/0,3ML WEGWERPSPUIT",EPOETINE BETA 20000IE/ML IN,injectievloeistof,iv||sc,20000,IE/ml,20000,IE,Anemie door chronische nierinsufficiëntie bij hemodialysepatiënten||Anemie bij pre-terminale nierinsufficientie||Anemie bij terminale nierinsufficientie: peritoneaal dialyse||Anemie bij terminale nierinsufficientie: haemodialyse, ,x
87920,B01AC09,ANTITHROMBOTICA,ANTITHROMBOTICA,epoprostenol,FLOLAN 500 MICROG INFPDR + SOLV 2 X 50ML,EPOPROSTENOL 500UG INFPDR,poeder voor oplossing voor infusie,iv,500,mcg/stuk,500,mcg,"Primaire pulmonale hypertensie, sepsis met sterk verminderde circulatie", ,x
129917,B02BD08,ANTIHAEMORRHAGICA,BLOEDSTOLLINGSFACTOREN,eptacog-alfa-geactiveerd,NOVOSEVEN 1 MG (50.000 IE) INJPDR + SOLV IN WWSP,EPTACOG ALFA GEAC 1MG INJPD,poeder voor injectievloeistof,iv,1,mg/stuk,1,mg,bloeding, ,x
129925,B02BD08,ANTIHAEMORRHAGICA,BLOEDSTOLLINGSFACTOREN,eptacog-alfa-geactiveerd,NOVOSEVEN 2 MG (100.000IE) INJPDR + SOLV IN WWSP,EPTACOG ALFA GEAC 2MG INJPD,poeder voor injectievloeistof,iv,2,mg/stuk,2,mg,bloeding, ,x
129933,B02BD08,ANTIHAEMORRHAGICA,BLOEDSTOLLINGSFACTOREN,eptacog-alfa-geactiveerd,NOVOSEVEN 5 MG (250.000 IE) INJPDR + SOLV IN WWSP,EPTACOG ALFA GEAC 5MG INJPD,poeder voor injectievloeistof,iv,5,mg/stuk,5,mg,bloeding, ,x
135399,B02BD08,ANTIHAEMORRHAGICA,BLOEDSTOLLINGSFACTOREN,eptacog-alfa-geactiveerd,NOVOSEVEN 8 MG (400.000IE) INJPDR +SOLV WWSP,EPTACOG ALFA GEAC 8MG INJP,poeder voor injectievloeistof,iv,8,mg/stuk,8,mg,bloeding, ,x
119598,D10AF02,ACNEPREPARATEN,"ACNEPREPARATEN, LOKALE",erytromycine,INDERM  1% APPLICATIEVLOEISTOF 50 ML,ERYTROMYCINE 10MG/G OPL CUT,oplossing voor cutaan gebruik,cutaan,10,mg/gr,1,keer,Acne vulgaris, ,x
73318,J01FA01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",erytromycine,ERYTHROCINE 1000 MG PDR VOOR INJ VLST,ERYTROMYCINE 1G INFPDR,poeder voor oplossing voor infusie,iv,1000,mg/stuk,5,mg,Infecties||Gestoorde maaglediging (prokineticum)||Chlamydia trachomatis ||Chlamydia trachomatis,x,x
54607,J01FA01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",erytromycine,ERYTHROCINE-ES 25 MG/ML SUSP KERSEN,ERYTROMYCINE 25MG/ML SUSP,suspensie voor oraal gebruik,or,25,mg/ml,25,mg,Infecties||Gestoorde maaglediging (prokineticum)||Chlamydia trachomatis ||Chlamydia trachomatis, ,x
54593,J01FA01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",erytromycine,ERYTHROCINE-ES 50 MG/ML SUSPENSIE,ERYTROMYCINE 50MG/ML SUSP,suspensie voor oraal gebruik,or,50,mg/ml,50,mg,Infecties||Gestoorde maaglediging (prokineticum)||Chlamydia trachomatis ||Chlamydia trachomatis, ,x
15113,J01FA01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",erytromycine,ERYTHROCINE 250 MG TABLET,ERYTROMYCINE 250MG TABLET,tablet,or,250,mg/stuk,250,mg,Infecties||Gestoorde maaglediging (prokineticum)||Chlamydia trachomatis ||Chlamydia trachomatis, ,x
51691,J01FA01,ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK,"MACROLIDEN, LINCOSAMIDEN EN STREPTOGRAMINEN",erytromycine,ERYTHROCINE-ES 500 MG TABLET,ERYTROMYCINE 500MG TABLET,tablet,or,500,mg/stuk,500,mg,Infecties||Gestoorde maaglediging (prokineticum)||Chlamydia trachomatis ||Chlamydia trachomatis, ,x
107034,N01AX14,ANAESTHETICA,ALGEMENE ANAESTHETICA,esketamine,ESKETAMINE S 5 MG/ML 20ML MULTI-DOSE,ESKETAMINE 5MG/ML INJVLST,injectievloeistof,im||iv,5,mg/ml,0.5,mg,"Anesthesie||Pijn, post operatief", ,x
107042,N01AX14,ANAESTHETICA,ALGEMENE ANAESTHETICA,esketamine,ESKETAMINE S 25 MG/ML FLACON 10ML,ESKETAMINE 25MG/ML INJVLST,injectievloeistof,im||iv,25,mg/ml,2.5,mg,"Anesthesie||Pijn, post operatief", ,x
82651,C07AB09,BETA-BLOKKERS,BETA-BLOKKERS,esmolol,ESMOLOL 250 MG/ML AMPUL 10 ML INFVLST,ESMOLOL 250MG/ML INFOP CONC,concentraat voor oplossing voor infusie,iv,250,mg/ml,250,mg,"Supraventriculaire tachycardie, Peri-operatieve hypertensie en aritmieën", ,x
93351,C07AB09,BETA-BLOKKERS,BETA-BLOKKERS,esmolol,ESMOLOL HCL 10 MG/ML FLACON 10 ML,ESMOLOL 10MG/ML INJVLST,injectievloeistof,iv,10,mg/ml,1,mg,"Supraventriculaire tachycardie, Peri-operatieve hypertensie en aritmieën", ,x
129623,A02BC05,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,esomeprazol,NEXIUM 10 MG GRANULAAT MSR SACHET,ESOMEPRAZOL 10MG GRAN VOOR,granulaat voor orale suspensie,or,10,mg/stuk,10,mg,Gastro-oesofageale reflux ziekte||Eradicatie H.Pylori (triple therapie)||Reflux oesophagitis, ,x
134694,A02BC05,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,esomeprazol,ESOMEPRAZOL 40 MG CAPSULE MSR,ESOMEPRAZOL 40MG CAPS MSR,maagsapresistente capsule,or,40,mg/stuk,40,mg,Gastro-oesofageale reflux ziekte||Eradicatie H.Pylori (triple therapie)||Reflux oesophagitis, ,x
111899,A02BC05,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,esomeprazol,NEXIUM 20 MG TABLET MSR,ESOMEPRAZOL 20MG TABLET MSR,maagsapresistente tablet,or,20,mg/stuk,20,mg,Gastro-oesofageale reflux ziekte||Eradicatie H.Pylori (triple therapie)||Reflux oesophagitis, ,x
111880,A02BC05,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,esomeprazol,NEXIUM 40 MG TABLET MSR,ESOMEPRAZOL 40MG TABLET MSR,maagsapresistente tablet,or,40,mg/stuk,40,mg,Gastro-oesofageale reflux ziekte||Eradicatie H.Pylori (triple therapie)||Reflux oesophagitis, ,x
138347,A02BC05,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,esomeprazol,ESOMEPRAZOL 40 MG POEDER VOOR INJECTIE,ESOMEPRAZOL 40MG PD INJ/INF,poeder voor injectie/infusieoplossing,iv,40,mg/stuk,40,mg,Gastro-oesofageale reflux ziekte||Eradicatie H.Pylori (triple therapie)||Reflux oesophagitis, ,x
388,G03CA03,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,OESTROGENEN,estradiol,PROGYNOVA 1 MG DRAGEE,ESTRADIOL 1MG DRAGEE,dragee,or,1,mg/stuk,1,mg,Puberteitsinductie||Priming voorafgaand aan groeihormoontest, ,x
19518,G03CA03,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,OESTROGENEN,estradiol,PROGYNOVA 2 MG DRAGEE,ESTRADIOL 2MG DRAGEE,dragee,or,2,mg/stuk,2,mg,Puberteitsinductie||Priming voorafgaand aan groeihormoontest, ,x
130400,G03CA03,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,OESTROGENEN,estradiol,"CETURA 0,5 MG TABLET","ESTRADIOL 0,5MG TABLET",tablet,or,0.5,mg/stuk,0.25,mg,Puberteitsinductie||Priming voorafgaand aan groeihormoontest, ,x
78123,G03CA03,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,OESTROGENEN,estradiol,ESTROFEM 2 MG TABLET,ESTRADIOL 2MG TABLET,tablet,or,2,mg/stuk,2,mg,Puberteitsinductie||Priming voorafgaand aan groeihormoontest, ,x
42110,G03CA04,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,OESTROGENEN,estriol,SYNAPAUSE E3 1 MG/G VAGINAALCREME + APPLICATOR,ESTRIOL 1MG/G VAGINACREME,creme voor vaginaal gebruik,cutaan,1,mg/gr,1,keer,Synechiae labia minora, ,x
126012,L04AB01,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,etanercept,ENBREL 50 MG/ML INJVLST WWSP 0.5 ML,ETANERCEPT 50MG/ML INJVLST,injectievloeistof,sc,50,mg/ml,50,mg,"Juveniele Idiopathische Arthritis (JIA), plaque psoriasis, artritis psoriatica, enthesitis-gerelateerde artritis, erfelijke autoinflammatoire aandoeningen waaronder Hyperimmunoglobuline D syndroom (HIDS),TNF receptor geassocieerd periodiek syndroom(TRAPS)", ,x
139092,L04AB01,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,etanercept,ENBREL 10 MG INJPDR + SOLVENS,ETANERCEPT 10MG INJPDR,poeder voor injectievloeistof,sc,10,mg/stuk,10,mg,"Juveniele Idiopathische Arthritis (JIA), plaque psoriasis, artritis psoriatica, enthesitis-gerelateerde artritis, erfelijke autoinflammatoire aandoeningen waaronder Hyperimmunoglobuline D syndroom (HIDS),TNF receptor geassocieerd periodiek syndroom(TRAPS)", ,x
106631,L04AB01,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,etanercept,ENBREL 25 MG INJPDR +SOLVENS 1ML,ETANERCEPT 25MG INJPDR,poeder voor injectievloeistof,sc,25,mg/stuk,25,mg,"Juveniele Idiopathische Arthritis (JIA), plaque psoriasis, artritis psoriatica, enthesitis-gerelateerde artritis, erfelijke autoinflammatoire aandoeningen waaronder Hyperimmunoglobuline D syndroom (HIDS),TNF receptor geassocieerd periodiek syndroom(TRAPS)", ,x
17884,J04AK02,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,ethambutol,MYAMBUTOL 400MG TABLET,ETHAMBUTOL 400MG TABLET,tablet,or,400,mg/stuk,200,mg,Tuberculose||Infectie door atypische mycobacterieen (bijv lymfadenitis colli), ,x
127280,G03AA07,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,HORMONALE ANTICONCEPTIVA VOOR SYSTEMISCH GEBRUIK,ethinylestradiol+levonorgestrel,MICROGYNON 30 TABLET OMHULD,ETHINYLESTR/LEVONORG 30/150,tablet,or,30,mcg/stuk,30,mcg,Hormonale anticonceptie|Versterkt menstrueel bloedverlies, ,x
127299,G03AA07,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,HORMONALE ANTICONCEPTIVA VOOR SYSTEMISCH GEBRUIK,ethinylestradiol+levonorgestrel,MICROGYNON 50 TABLET OMHULD,ETHINYLESTR/LEVONORG 50/125,tablet,or,50,mcg/stuk,50,mcg,Hormonale anticonceptie|Versterkt menstrueel bloedverlies, ,x
2178,N03AD01,ANTI-EPILEPTICA,ANTI-EPILEPTICA,ethosuximide,ETHYMAL 250 MG CAPSULE,ETHOSUXIMIDE 250MG CAPSULE,capsule,or,250,mg/stuk,250,mg,"Epilepsie, absences", ,x
15199,N03AD01,ANTI-EPILEPTICA,ANTI-EPILEPTICA,ethosuximide,"ETHYMAL 62,5 MG/ML SIROOP",ETHOSUXIMIDE 62MG/ML STROOP,stroop,or,62.5,mg/ml,6.25,mg,"Epilepsie, absences", ,x
99228,N01AX07,ANAESTHETICA,ALGEMENE ANAESTHETICA,etomidaat,ETOMIDAAT LIPURO 2 MG/ML AMPUL 10ML,ETOMIDAAT 2MG/ML INJEMULSIE,emulsie voor injectie,iv,2,mg/ml,2,mg,Anaesthesie: inductie, ,x
11371,N01AX07,ANAESTHETICA,ALGEMENE ANAESTHETICA,etomidaat,HYPNOMIDATE 2MG/ML AMPUL 10ML,ETOMIDAAT 2MG/ML INJVLST,injectievloeistof,iv,2,mg/ml,0.2,mg,Anaesthesie: inductie, ,x
53562,L01CB01,ONCOLYTICA,ALKALOIDEN EN OVERIGE NATUURLIJKE PRODUCTEN,etoposide,VEPESID 50 MG CAPSULE,ETOPOSIDE 50MG CAPSULE,capsule,or,50,mg/stuk,50,mg,Oncologische aandoeningen, ,x
39004,L01CB01,ONCOLYTICA,ALKALOIDEN EN OVERIGE NATUURLIJKE PRODUCTEN,etoposide,VEPESID 100 MG CAPSULE,ETOPOSIDE 100MG CAPSULE,capsule,or,100,mg/stuk,100,mg,Oncologische aandoeningen, ,x
38997,L01CB01,ONCOLYTICA,ALKALOIDEN EN OVERIGE NATUURLIJKE PRODUCTEN,etoposide,TOPOSIN 100 MG = 5 ML FLACON,ETOPOSIDE 20MG/ML INF CONC,concentraat voor oplossing voor infusie,iv,20,mg/ml,20,mg,Oncologische aandoeningen, ,x
138568,J05AG04,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,etravirine,INTELENCE 200 MG TABLET,ETRAVIRINE 200MG TABLET,tablet,or,200,mg/stuk,200,mg,HIV, ,x
121754,L04AA18,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,everolimus,"CERTICAN 0,25 MG DISPER TABLET","EVEROLIMUS 0,25MG DISPERTAB",dispergeerbare tablet,or,0.25,mg/stuk,0.25,mg,Profylaxe afstoting niertransplantaat||Subependymaal reuscelastrocytoom (SEGA) geassocieerd met tubereuze sclerose complex (TSC), ,x
147990,L01XE10,ONCOLYTICA,OVERIGE ONCOLYTICA,everolimus,VOTUBIA 5 MG TABLET  DISPERGEERBAAR,EVEROLIMUS 5MG DISPERTABLET,dispergeerbare tablet,or,5,mg/stuk,5,mg,Profylaxe afstoting niertransplantaat||Subependymaal reuscelastrocytoom (SEGA) geassocieerd met tubereuze sclerose complex (TSC), ,x
121762,L04AA18,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,everolimus,"CERTICAN 0,25 MG TABLET","EVEROLIMUS 0,25MG TABLET",tablet,or,0.25,mg/stuk,0.25,mg,Profylaxe afstoting niertransplantaat||Subependymaal reuscelastrocytoom (SEGA) geassocieerd met tubereuze sclerose complex (TSC), ,x
121770,L04AA18,IMMUNOSUPPRESSIVA,IMMUNOSUPPRESSIVA,everolimus,"CERTICAN 0,75 MG TABLET","EVEROLIMUS 0,75MG TABLET",tablet,or,0.75,mg/stuk,0.75,mg,Profylaxe afstoting niertransplantaat||Subependymaal reuscelastrocytoom (SEGA) geassocieerd met tubereuze sclerose complex (TSC), ,x
138576,L01XE10,ONCOLYTICA,OVERIGE ONCOLYTICA,everolimus,"AFINITOR 2,5MG TABLET","EVEROLIMUS 2,5MG TABLET",tablet,or,2.5,mg/stuk,2.5,mg,Profylaxe afstoting niertransplantaat||Subependymaal reuscelastrocytoom (SEGA) geassocieerd met tubereuze sclerose complex (TSC), ,x
133175,L01XE10,ONCOLYTICA,OVERIGE ONCOLYTICA,everolimus,AFINITOR  5 MG TABLET,EVEROLIMUS 5MG TABLET,tablet,or,5,mg/stuk,5,mg,Profylaxe afstoting niertransplantaat||Subependymaal reuscelastrocytoom (SEGA) geassocieerd met tubereuze sclerose complex (TSC), ,x
133183,L01XE10,ONCOLYTICA,OVERIGE ONCOLYTICA,everolimus,AFINITOR 10 MG TABLET,EVEROLIMUS 10MG TABLET,tablet,or,10,mg/stuk,10,mg,Profylaxe afstoting niertransplantaat||Subependymaal reuscelastrocytoom (SEGA) geassocieerd met tubereuze sclerose complex (TSC), ,x
118575,C10AX09,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",ezetimib,EZETROL 10 MG TABLET,EZETIMIB 10MG TABLET,tablet,or,10,mg/stuk,10,mg,"Primaire hypercholesterolemie, Homozygote familiaire hypercholesterolemie, Homozygote sitosterolemie (Fytosterolemie)", ,x
123137,C10BA02,ANTILIPAEMICA,"ANTILIPAEMICA, COMBINATIEPREPARATEN",ezetimib+simvastatine,INEGY 10/40 MG TABLET,EZETIMIB/SIMVASTATINE 10/40,tablet,or,40,mg/stuk,40,mg,Homozychote familiaire hypercholesterolemie, ,x
123145,C10BA02,ANTILIPAEMICA,"ANTILIPAEMICA, COMBINATIEPREPARATEN",ezetimib+simvastatine,INEGY 10/80 MG TABLET,EZETIMIB/SIMVASTATINE 10/80,tablet,or,80,mg/stuk,80,mg,Homozychote familiaire hypercholesterolemie, ,x
99163,B02BD04,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,factor-ix,MONONINE 1000IE INJPDR+SOLV,FACTOR IX 1000IE INJPDR,poeder voor injectievloeistof,iv,1000,IE/stuk,10,IE,"LICHTE BLOEDING (beginnende haemarthros, neus- en tandvleesbloedingen, hematurie)||ERNSTIGE BLOEDING (Ernstige gewrichtsbloeding met bewegingsbeperking, spierbloedingen in boven- en onderarmen, kuit en m.iliopsas en ernstig trauma zonder manifeste bloeding)||LEVENSBEDREIGENDE BLOEDING (schedeltrauma, bloeding van de tractus digestivus, buiktrauma, bloeding met bedreiging van de luchtweg)||LICHT SCHEDELTRAUMA ( Val van <50 cm hoogte, lichte klap tegen het hoofd)||MATIG ERNSTIG SCHEDELTRAUMA ( Val van >50 cm hoogte/trap, forse klap tegen het hoofd)||ERNSTIG SCHEDELTRAUMA (Commotio of contusio cerebri)||INTRACRANIELE BLOEDING||Substitutiebehandeling bij ingrepen bij matig ernstige tot ernstige hemofilie||Profylaxe bloedingen", ,x
86150,B02BD04,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,factor-ix,IMMUNINE BAXTER 1200 IE INJPDR + SOLVENS,FACTOR IX 1200IE INJPDR,poeder voor injectievloeistof,iv,1200,IE/stuk,12,IE,"LICHTE BLOEDING (beginnende haemarthros, neus- en tandvleesbloedingen, hematurie)||ERNSTIGE BLOEDING (Ernstige gewrichtsbloeding met bewegingsbeperking, spierbloedingen in boven- en onderarmen, kuit en m.iliopsas en ernstig trauma zonder manifeste bloeding)||LEVENSBEDREIGENDE BLOEDING (schedeltrauma, bloeding van de tractus digestivus, buiktrauma, bloeding met bedreiging van de luchtweg)||LICHT SCHEDELTRAUMA ( Val van <50 cm hoogte, lichte klap tegen het hoofd)||MATIG ERNSTIG SCHEDELTRAUMA ( Val van >50 cm hoogte/trap, forse klap tegen het hoofd)||ERNSTIG SCHEDELTRAUMA (Commotio of contusio cerebri)||INTRACRANIELE BLOEDING||Substitutiebehandeling bij ingrepen bij matig ernstige tot ernstige hemofilie||Profylaxe bloedingen", ,x
73814,B02BD02,ANTIHAEMORRHAGICA,VITAMINE K EN OVERIGE HAEMOSTATICA,factor-viii,AAFACT CI 500IE INJPD FL+SV (G251),FACTOR VIII CONC 500IE INJP,poeder voor injectievloeistof,iv,500,IE/stuk,10,IE,"LICHTE BLOEDING (beginnende haemarthros, neus- en tandvleesbloedingen, hematurie)||ERNSTIGE BLOEDING (Ernstige gewrichtsbloeding met bewegingsbeperking, spierbloedingen in boven- en onderarmen, kuit en m.iliopsas en ernstig trauma zonder manifeste bloeding)||LEVENSBEDREIGENDE BLOEDING (schedeltrauma, bloeding van de tractus digestivus, buiktrauma, bloeding met bedreiging van de luchtweg)||LICHT SCHEDELTRAUMA ( Val van <50 cm hoogte, lichte klap tegen het hoofd)||MATIG ERNSTIG SCHEDELTRAUMA ( Val van >50 cm hoogte/trap, forse klap tegen het hoofd)||ERNSTIG SCHEDELTRAUMA (Commotio of contusio cerebri)||INTRACRANIELE BLOEDING||Substitutiebehandeling bij ingrepen bij matig ernstige tot ernstige hemofilie||Profylaxe bloedingen||Bloedingen bij patienten met remmers bij hemofilie A en B en ziekte van Von Willebrand", ,x
