Generic,Shape,Route,Indication,Specialty,Gender,MinAgeMo,MaxAgeMo,MinWghtKg,MaxWghtKg,MinGestDays,MaxGestDays,MinPMAge,MaxPMAge,Frequencies,Unit,NormDose,MinDose,MaxDose,AbsMaxDose,MaxPerDose,DosePerKg,DosePerM2
carvedilol,suspensie voor oraal gebruik,or,"adjuvans behandeling bij standaardtherapie voor matig tot ernstig stabiel chronisch hartfalen, tevens bij hartfalen bij m. duchenne",,,,,,,,,,,,mg,,,,,,,
carvedilol,suspensie voor oraal gebruik,or,"adjuvans behandeling bij standaardtherapie voor matig tot ernstig stabiel chronisch hartfalen, tevens bij hartfalen bij m. duchenne",,,1,240,,,,,,,2 x / dag,mg,,0.2,0.8,50,,x,
carvedilol,tablet,or,"adjuvans behandeling bij standaardtherapie voor matig tot ernstig stabiel chronisch hartfalen, tevens bij hartfalen bij m. duchenne",,,,,,,,,,,,mg,,,,,,,
carvedilol,tablet,or,"adjuvans behandeling bij standaardtherapie voor matig tot ernstig stabiel chronisch hartfalen, tevens bij hartfalen bij m. duchenne",,,1,240,,,,,,,2 x / dag,mg,,0.2,0.8,50,,x,
caspofungine,poeder voor oplossing voor infusie,iv,"candidiasis, aspergillose, empirische behandeling van vermoede schimmelinfecties bij koorts en neutropenie",,,,,,,,,,,,mg,,,,,,,
caspofungine,poeder voor oplossing voor infusie,iv,"candidiasis, aspergillose, empirische behandeling van vermoede schimmelinfecties bij koorts en neutropenie",,,,1,,,,259,,,1 x / dag,mg,2,,2.2,,,x,
caspofungine,poeder voor oplossing voor infusie,iv,"candidiasis, aspergillose, empirische behandeling van vermoede schimmelinfecties bij koorts en neutropenie",,,,3,,,,,,,1 x / dag,mg,25,,27.5,,,,x
caspofungine,poeder voor oplossing voor infusie,iv,"candidiasis, aspergillose, empirische behandeling van vermoede schimmelinfecties bij koorts en neutropenie",,,3,240,,,,,,,1 x / dag,mg,50,,,70,,,x
cefaCLOR,capsule,or,ernstige infecties en otitis media,,,,,,,,,,,,mg,,,,,,,
cefaCLOR,capsule,or,ernstige infecties en otitis media,,,1,240,,,,,,,3 x / dag,mg,40,,,1000,,x,
cefaCLOR,suspensie voor oraal gebruik,or,ernstige infecties en otitis media,,,,,,,,,,,,mg,,,,,,,
cefaCLOR,suspensie voor oraal gebruik,or,ernstige infecties en otitis media,,,1,240,,,,,,,3 x / dag,mg,40,,,1000,,x,
cefaCLOR,capsule,or,infecties,,,,,,,,,,,,mg,,,,,,,
cefaCLOR,capsule,or,infecties,,,1,240,,,,,,,3 x / dag,mg,20,,,1000,,x,
cefaCLOR,suspensie voor oraal gebruik,or,infecties,,,,,,,,,,,,mg,,,,,,,
cefaCLOR,suspensie voor oraal gebruik,or,infecties,,,1,240,,,,,,,3 x / dag,mg,20,,,1000,,x,
cefaLEXINE,tablet,or,"infecties van luchtwegen, urogenitaal stelsel, huid en weke delen",,,,,,,,,,,,mg,,,,,,,
cefaLEXINE,tablet,or,"infecties van luchtwegen, urogenitaal stelsel, huid en weke delen",,,144,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag,mg,,25,100,,,x,
cefaMANDOL,poeder voor injectievloeistof,im,infecties,,,,,,,,,,,,mg,,,,,,,
cefaMANDOL,poeder voor injectievloeistof,iv,infecties,,,,,,,,,,,,mg,,,,,,,
cefaMANDOL,poeder voor injectievloeistof,iv,infecties,,,1,240,,,,,,,4 x / dag,mg,,50,150,6000,,x,
cefaZOLINE,poeder voor injectievloeistof,im,infecties door minder gevoelige gram- positieve micro-organismen en door de gram- negatieve verwekkers,,,,,,,,,,,,mg,,,,,,,
cefaZOLINE,poeder voor injectievloeistof,iv,infecties door minder gevoelige gram- positieve micro-organismen en door de gram- negatieve verwekkers,,,,,,,,,,,,mg,,,,,,,
cefaZOLINE,poeder voor injectievloeistof,iv,infecties door minder gevoelige gram- positieve micro-organismen en door de gram- negatieve verwekkers,,,1,240,,,,,,,3 x / dag||4 x / dag,mg,100,,,6000,,x,
cefaZOLINE,poeder voor injectievloeistof,im,infecties door zeer gevoelige gram- positieve micro-organismen,,,,,,,,,,,,mg,,,,,,,
cefaZOLINE,poeder voor injectievloeistof,iv,infecties door zeer gevoelige gram- positieve micro-organismen,,,,,,,,,,,,mg,,,,,,,
cefaZOLINE,poeder voor injectievloeistof,iv,infecties door zeer gevoelige gram- positieve micro-organismen,,,1,240,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,50,25,100,,,x,
cefaZOLINE,poeder voor injectievloeistof,im,peri-operatieve profylaxe,,,,,,,,,,,,mg,,,,,,,
cefaZOLINE,poeder voor injectievloeistof,iv,peri-operatieve profylaxe,,,,,,,,,,,,mg,,,,,,,
cefaZOLINE,poeder voor injectievloeistof,iv,peri-operatieve profylaxe,,,,0.233333333,,2,,,,,2 x / dag,mg,50,,55,,,x,
cefaZOLINE,poeder voor injectievloeistof,iv,peri-operatieve profylaxe,,,,0.233333333,2,,,,,,2 x / dag,mg,100,,110,,,x,
cefaZOLINE,poeder voor injectievloeistof,iv,peri-operatieve profylaxe,,,0.233333333,1,,,,,,,3 x / dag,mg,150,,165,,,x,
cefaZOLINE,poeder voor injectievloeistof,iv,peri-operatieve profylaxe,,,1,240,,,,,,,3 x / dag,mg,,30,60,4000,2000,x,
cefotaxim,poeder voor injectievloeistof,im,infecties,,,,,,,,,,,,mg,,,,,,,
cefotaxim,poeder voor injectievloeistof,iv,infecties,,,,,,,,,,,,mg,,,,,,,
cefotaxim,poeder voor injectievloeistof,iv,infecties,,,,0.233333333,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,100,,200,,,x,
cefotaxim,poeder voor injectievloeistof,iv,infecties,,,0.233333333,1,,,,,,,3 x / dag||4 x / dag,mg,150,,200,,,x,
cefotaxim,poeder voor injectievloeistof,iv,infecties,,,1,144,,,,,,,2 x / dag||3 x / dag||4 x / dag,mg,150,,200,12000,,x,
cefotaxim,poeder voor injectievloeistof,im,neonatale gonokokken-conjunctivitis,,,,,,,,,,,,mg,,,,,,,
cefotaxim,poeder voor injectievloeistof,im,neonatale gonokokken-conjunctivitis,,,,4,,,,,,,1 x / dag,mg,100,,110,,,x,
cefotaxim,poeder voor injectievloeistof,iv,neonatale gonokokken-conjunctivitis,,,,,,,,,,,,mg,,,,,,,
cefTAZidim,poeder voor injectievloeistof,iv,longinfecties bij cystische fibrose,,,,,,,,,,,,mg,,,,,,,
cefTAZidim,poeder voor injectievloeistof,iv,longinfecties bij cystische fibrose,,,1,240,,,,,,,4 x / dag||5 x / dag||6 x / dag,mg,,150,200,12000,,x,
cefTAZidim,poeder voor injectievloeistof,iv,"sepsis en ernstige infecties zoals febriele neutropenie, luchtweginfecties, bot- en gewrichtsinfecties, meningitis, infecties van de huid en de weke delen, urinewegen en het abdomen",,,,,,,,,,,,mg,,,,,,,
cefTAZidim,poeder voor injectievloeistof,iv,"sepsis en ernstige infecties zoals febriele neutropenie, luchtweginfecties, bot- en gewrichtsinfecties, meningitis, infecties van de huid en de weke delen, urinewegen en het abdomen",,,,0.233333333,,2,,,,,2 x / dag,mg,50,45,55,,,x,
cefTAZidim,poeder voor injectievloeistof,iv,"sepsis en ernstige infecties zoals febriele neutropenie, luchtweginfecties, bot- en gewrichtsinfecties, meningitis, infecties van de huid en de weke delen, urinewegen en het abdomen",,,,0.233333333,2,,,,,,2 x / dag,mg,100,95,110,,,x,
cefTAZidim,poeder voor injectievloeistof,iv,"sepsis en ernstige infecties zoals febriele neutropenie, luchtweginfecties, bot- en gewrichtsinfecties, meningitis, infecties van de huid en de weke delen, urinewegen en het abdomen",,,0.233333333,1,,2,,,,,2 x / dag,mg,100,95,110,,,x,
cefTAZidim,poeder voor injectievloeistof,iv,"sepsis en ernstige infecties zoals febriele neutropenie, luchtweginfecties, bot- en gewrichtsinfecties, meningitis, infecties van de huid en de weke delen, urinewegen en het abdomen",,,0.233333333,1,2,,,,,,3 x / dag,mg,150,145,155,,,x,
cefTAZidim,poeder voor injectievloeistof,iv,"sepsis en ernstige infecties zoals febriele neutropenie, luchtweginfecties, bot- en gewrichtsinfecties, meningitis, infecties van de huid en de weke delen, urinewegen en het abdomen",,,1,240,,,,,,,3 x / dag,mg,,100,150,6000,,x,
cefTRIAXon,poeder voor injectievloeistof,im,bacteriële meningitis,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,im,bacteriële meningitis,,,0.25,1,,2,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,im,bacteriële meningitis,,,,0.25,,,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,im,bacteriële meningitis,,,0.25,1,2,,,,,,1 x / dag,mg,,50,75,,,x,
cefTRIAXon,poeder voor injectievloeistof,im,bacteriële meningitis,,,1,240,,,,,,,1 x / dag,mg,100,,2000,4000,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,bacteriële meningitis,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,iv,bacteriële meningitis,,,,0.25,,,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,bacteriële meningitis,,,0.25,1,,2,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,bacteriële meningitis,,,0.25,1,2,,,,,,1 x / dag,mg,,50,75,,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,bacteriële meningitis,,,1,240,,,,,,,1 x / dag,mg,100,,,4000,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,bacteriële meningitis,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor oplossing voor infusie,iv,bacteriële meningitis,,,,0.25,,,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,bacteriële meningitis,,,0.25,1,,2,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,bacteriële meningitis,,,0.25,1,2,,,,,,1 x / dag,mg,,50,75,,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,bacteriële meningitis,,,1,240,,,,,,,1 x / dag,mg,100,,,4000,,x,
cefTRIAXon,poeder voor injectievloeistof,im,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,im,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,,0.25,,,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,im,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,0.25,1,,2,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,im,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,0.25,1,2,,,,,,1 x / dag,mg,,50,75,,,x,
cefTRIAXon,poeder voor injectievloeistof,im,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,1,240,,,,,,,1 x / dag,mg,,50,100,2000,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,,0.233333333,,,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,0.233333333,1,,2,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,0.233333333,1,2,,,,,,1 x / dag,mg,,50,75,,,x,
cefTRIAXon,poeder voor injectievloeistof,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,1,240,,,,,,,1 x / dag,mg,,50,100,2000,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor oplossing voor infusie,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,,0.233333333,,,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,0.233333333,1,,2,,,,,1 x / dag,mg,50,,55,,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,0.233333333,1,2,,,,,,1 x / dag,mg,,50,75,,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,"ernstige infecties van huid en weke-delen, infecties van de bovenste urinewegen waaronder acute en chronische pyelonefritis, sepsis, abdominale infecties, infectie van botten en gewrichten, pneumonie",,,1,240,,,,,,,1 x / dag,mg,,50,100,2000,,x,
cefTRIAXon,poeder voor injectievloeistof,im,neonatale gonokokken-conjunctivitis,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,iv,neonatale gonokokken-conjunctivitis,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor oplossing voor infusie,iv,neonatale gonokokken-conjunctivitis,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,im,profylaxe van meningokokkose,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,iv,profylaxe van meningokokkose,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor oplossing voor infusie,iv,profylaxe van meningokokkose,,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,im,"vroege gedissemineerde lymeziekte (vroege neuroborreliose; lymecarditis; lyme-artritis), chronische neuroborreliose met pleiocytose in de liquor",,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,iv,"vroege gedissemineerde lymeziekte (vroege neuroborreliose; lymecarditis; lyme-artritis), chronische neuroborreliose met pleiocytose in de liquor",,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor injectievloeistof,iv,"vroege gedissemineerde lymeziekte (vroege neuroborreliose; lymecarditis; lyme-artritis), chronische neuroborreliose met pleiocytose in de liquor",,,0.5,240,,,,,,,1 x / dag,mg,,50,80,2000,,x,
cefTRIAXon,poeder voor oplossing voor infusie,iv,"vroege gedissemineerde lymeziekte (vroege neuroborreliose; lymecarditis; lyme-artritis), chronische neuroborreliose met pleiocytose in de liquor",,,,,,,,,,,,mg,,,,,,,
cefTRIAXon,poeder voor oplossing voor infusie,iv,"vroege gedissemineerde lymeziekte (vroege neuroborreliose; lymecarditis; lyme-artritis), chronische neuroborreliose met pleiocytose in de liquor",,,0.5,240,,,,,,,1 x / dag,mg,,50,80,2000,,x,
cefuroxim,poeder voor injectievloeistof,im,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,suspensie voor oraal gebruik,or,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,suspensie voor oraal gebruik,or,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,3,,,40,,,,,2 x / dag,mg,20,,,250,,x,
cefuroxim,suspensie voor oraal gebruik,or,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,3,,40,,,,,,2 x / dag,mg,,,,500,,,
cefuroxim,tablet,or,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,tablet,or,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,3,,,40,,,,,2 x / dag,mg,20,,,250,,x,
cefuroxim,tablet,or,"acute tonsillitis, faryngitis, bacteriële sinusitis",,,3,,40,,,,,,2 x / dag,mg,,,,500,,,
cefuroxim,poeder voor injectievloeistof,im,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,infecties bij cystic fibrosis,,,1,240,,,,,,,4 x / dag||5 x / dag||6 x / dag,mg,200,,,9000,,x,
cefuroxim,suspensie voor oraal gebruik,or,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
cefuroxim,tablet,or,infecties bij cystic fibrosis,,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,im,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,,0.25,,2,,,,,2 x / dag,mg,50,,55,,,x,
cefuroxim,poeder voor injectievloeistof,iv,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,,0.25,2,,,,,,3 x / dag,mg,75,,82.5,,,x,
cefuroxim,poeder voor injectievloeistof,iv,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,0.25,1,,2,,,,,3 x / dag,mg,75,,82.5,,,x,
cefuroxim,poeder voor injectievloeistof,iv,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,0.25,1,2,,,,,,3 x / dag,mg,100,,110,,,x,
cefuroxim,poeder voor injectievloeistof,iv,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,1,240,,,,,,,3 x / dag||4 x / dag,mg,100,,,4500,,x,
cefuroxim,suspensie voor oraal gebruik,or,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,,,,,,,,,,mg,,,,,,,
cefuroxim,tablet,or,"infecties van huid en weke delen, infecties van botten en gewrichten, luchtweginfecties, keel-,neus- en oorinfecties.",,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,im,"otitis media, cystitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,"otitis media, cystitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,suspensie voor oraal gebruik,or,"otitis media, cystitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,suspensie voor oraal gebruik,or,"otitis media, cystitis",,,3,,,40,,,,,2 x / dag,mg,30,,,500,,x,
cefuroxim,suspensie voor oraal gebruik,or,"otitis media, cystitis",,,3,,40,,,,,,2 x / dag,mg,,,,1000,,,
cefuroxim,tablet,or,"otitis media, cystitis",,,,,,,,,,,,mg,,,,,,,
cefuroxim,tablet,or,"otitis media, cystitis",,,3,,40,,,,,,2 x / dag,mg,,,,1000,,,
cefuroxim,tablet,or,"otitis media, cystitis",,,3,,,40,,,,,2 x / dag,mg,30,,,500,,x,
cefuroxim,poeder voor injectievloeistof,im,profylaxe cardiovasculaire en oesofageale operaties,,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,profylaxe cardiovasculaire en oesofageale operaties,,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,profylaxe cardiovasculaire en oesofageale operaties,,,1,240,,,,,,,4 x / dag,mg,200,,,12000,1500,x,
cefuroxim,suspensie voor oraal gebruik,or,profylaxe cardiovasculaire en oesofageale operaties,,,,,,,,,,,,mg,,,,,,,
cefuroxim,tablet,or,profylaxe cardiovasculaire en oesofageale operaties,,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,im,pyelonefritis,,,,,,,,,,,,mg,,,,,,,
cefuroxim,poeder voor injectievloeistof,iv,pyelonefritis,,,,,,,,,,,,mg,,,,,,,
cefuroxim,suspensie voor oraal gebruik,or,pyelonefritis,,,,,,,,,,,,mg,,,,,,,
cefuroxim,tablet,or,pyelonefritis,,,,,,,,,,,,mg,,,,,,,
celecoxib,capsule,or,juveniele idiopathische arthritis (j.i.a.),,,,,,,,,,,,mg,,,,,,,
celecoxib,capsule,or,juveniele idiopathische arthritis (j.i.a.),,,24,,10,25,,,,,2 x / dag,mg,,,,100,,,
celecoxib,capsule,or,juveniele idiopathische arthritis (j.i.a.),,,24,260,25,,,,,,2 x / dag,mg,,,,200,,,
cetirizine,tablet,or,"symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis),chronische idiopathische urticaria en acute voedselallergie",,,,,,,,,,,,mg,,,,,,,
cetirizine,tablet,or,"symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis),chronische idiopathische urticaria en acute voedselallergie",,,12,24,,,,,,,2 x / dag,mg,0.5,,,5,,x,
cetirizine,tablet,or,"symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis),chronische idiopathische urticaria en acute voedselallergie",,,24,72,,,,,,,1 x / dag||2 x / dag,mg,,,,20,,,
cetirizine,tablet,or,"symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis),chronische idiopathische urticaria en acute voedselallergie",,,72,144,,,,,,,1 x / dag||2 x / dag,mg,,,,40,,,
cetirizine,tablet,or,"symptomatische behandeling van allergische rhinitis (met inbegrip van persisterende allergische rhinitis),chronische idiopathische urticaria en acute voedselallergie",,,144,240,,,,,,,1 x / dag,mg,,,,40,,,
cetomacrogolcreme,creme,cutaan,"droge, schilferige huid (indifferente middelen)",,,,,,,,,,,,keer,,,,,,,
cetomacrogolcreme,creme,cutaan,"droge, schilferige huid (indifferente middelen)",,,,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,keer,,,,8,,,
cetomacrogolsmeersel,creme,cutaan,"droge, schilferige huid (indifferente middelen)",,,,,,,,,,,,keer,,,,,,,
cetomacrogolsmeersel,creme,cutaan,"droge, schilferige huid (indifferente middelen)",,,,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,keer,,,,8,,,
cetomacrogolzalf,zalf,cutaan,"droge, schilferige huid (indifferente middelen)",,,,,,,,,,,,keer,,,,,,,
chlooramfenicol,oogdruppels,oog,ooginfecties (geen trachoma),,,,,,,,,,,,mg,,,,,,,
chlooramfenicol,oogdruppels,oog,ooginfecties (geen trachoma),,,,240,,,,,,,4 x / dag||5 x / dag||6 x / dag,mg,,4,6,,1,,
chlooramfenicol,oogdruppels,oog,ooginfecties (geen trachoma),,,,,,,224,,,,4 x / dag||5 x / dag||6 x / dag,mg,,4,6,,1,,
chlooramfenicol,oogzalf,oog,ooginfecties (geen trachoma),,,,,,,,,,,,keer,,,,,,,
chlooramfenicol,oogzalf,oog,ooginfecties (geen trachoma),,,,240,,,,,,,antenoctum,keer,1,,1,1,1,,
chloorhexidine,creme,cutaan,desinfectie van de huid,,,,,,,,,,,,keer,,,,,,,
chloorhexidine,creme,cutaan,desinfectie van de huid,,,,240,,,,,,,1 x / dag,keer,1,,2,2,,,
chloorhexidine,oplossing voor cutaan gebruik,cutaan,desinfectie van de huid,,,,,,,,,,,,keer,,,,,,,
chloorhexidine,oplossing voor cutaan gebruik,cutaan,desinfectie van de huid,,,,240,,,,,,,1 x / dag,keer,1,,2,2,,,
chloorhexidine,gel voor urethraal gebruik,urethr,desinfectie van de huid,,,,,,,,,,,,mg,,,,,,,
chloorhexidine,mondspoeling,oromuc,ernstige mucositis tijdens chemotherapie en bestraling,,,,,,,,,,,,keer,,,,,,,
chloorhexidine,spray voor oromucosaal gebruik,oromuc,ernstige mucositis tijdens chemotherapie en bestraling,,,,,,,,,,,,puff,,,,,,,
chloorhexidine,mondspoeling,oromuc,"profylaxe mondinfecties na ingrepen, gingivitis, mondhygiene wanneer tandenpoetsen niet mogelijk is",,,,,,,,,,,,keer,,,,,,,
